N,P,K,temperature,humidity,ph,rainfall,label
112,24,47,30.966439,94.710891,6.499525,44.886517,muskmelon
54,60,41,34.986894,94.380798,6.759305,129.32957,papaya
9,19,51,24.516973,86.7067,6.666171,139.710991,coconut
93,19,54,26.204796,91.459357,6.424766,72.426189,watermelon
118,28,61,30.418224,81.63588,6.440944,41.204819,watermelon
72,37,36,21.746691,86.358518,6.346885,247.909407,rice
3,121,192,19.639196,93.713997,6.175695,180.11539,apple
23,102,194,15.727443,90.251621,6.422312,121.197941,grapes
22,26,42,22.087905,90.032168,6.859966,168.793659,pomegranate
38,79,27,27.63374,72.415083,6.267122,106.248715,blackgram
37,78,36,24.677043,43.846964,6.35501,93.959373,kidneybeans
15,78,15,19.882281,43.822404,6.932908,91.009229,kidneybeans
23,28,52,35.510678,92.764611,6.662223,185.064574,pomegranate
11,132,190,19.235249,93.901001,5.977118,146.550403,apple
118,25,62,30.389294,94.654192,6.920449,52.538775,watermelon
11,79,29,23.133745,42.903972,6.077274,137.69048,kidneybeans
120,35,27,31.352328,56.534843,6.824938,61.626423,cotton
8,12,34,25.4241,92.032732,5.37677,147.001752,coconut
30,10,52,36.776665,87.973709,7.500939,103.964306,pomegranate
0,133,193,21.976206,96.111365,5.634993,148.252746,apple
112,72,48,31.192273,90.483345,5.635708,132.376957,banana
90,23,56,31.323094,83.235406,6.586465,90.095377,watermelon
16,124,209,13.089647,89.493655,6.666373,112.22804,grapes
9,28,15,15.152759,87.969122,7.471323,188.434076,orange
28,120,185,10.974362,80.262312,6.619751,115.09561,grapes
11,105,186,13.740498,84.077277,6.485212,78.241254,grapes
31,31,31,33.138985,64.452977,5.320282,159.097469,mango
0,30,28,33.658029,96.760588,6.031497,168.209442,coconut
20,131,196,10.788549,80.438363,6.76507,83.951891,grapes
59,63,57,34.327727,96.336778,7.417215,233.772001,papaya
128,43,33,33.300008,66.16012,6.637554,103.465726,cotton
21,15,54,27.524748,62.91955,4.559329,112.167948,mango
67,57,46,30.774211,88.058498,6.294969,242.413864,jute
105,23,56,29.603379,89.402308,6.64238,58.908251,watermelon
62,57,41,27.713985,75.541235,6.706484,195.552731,jute
23,16,36,36.704303,55.095518,4.724299,185.718914,mango
89,35,54,37.393559,92.592924,6.706818,52.16884,muskmelon
122,40,30,30.420865,75.45739,6.000965,98.134809,cotton
63,38,48,21.956808,86.956892,6.065396,204.654359,rice
97,27,60,34.241469,82.131823,6.50265,60.623147,watermelon
26,34,62,28.885988,92.774478,6.113877,189.376823,pomegranate
102,57,25,25.005271,55.974364,6.999473,79.380311,cotton
96,83,63,31.193369,91.847102,5.906854,146.197255,banana
12,25,26,31.219986,97.176639,5.786635,195.19219,coconut
39,63,36,28.546979,46.268456,6.049103,55.003467,mothbeans
98,54,43,37.672326,76.39237,7.696544,224.082519,jute
25,59,87,19.169685,43.364904,5.919285,94.381452,chickpea
27,42,26,25.346373,92.69107,6.179718,72.470708,mungbean
74,58,39,29.177674,70.082287,7.11515,246.020102,jute
12,41,43,16.237397,69.234788,6.861119,109.894591,coffee
15,110,205,15.23835,94.396293,6.574721,124.245564,grapes
130,42,15,33.315796,68.940092,7.528173,112.925636,cotton
36,81,22,16.050175,74.6693,6.915953,78.249584,lentil
26,64,33,27.021274,93.289269,6.349804,83.183393,mungbean
22,59,27,27.945456,41.799587,6.860487,131.666759,pigeonpeas
19,39,27,24.254467,95.84097,6.163753,144.492462,coconut
93,41,39,34.856068,79.518858,6.329239,157.983403,jute
101,18,61,37.391779,93.48552,7.048941,48.115223,muskmelon
18,141,209,15.013705,85.390129,6.398168,78.60233,grapes
35,102,205,8.235947,85.141038,6.257606,84.463013,grapes
38,131,203,8.935818,83.236362,6.230748,106.273659,grapes
25,102,183,14.859843,94.164461,6.453151,88.042707,grapes
23,63,18,30.228328,85.746785,7.202858,62.936662,mungbean
119,13,50,35.590906,95.218098,6.078811,44.73044,muskmelon
115,37,36,37.571172,79.3104,6.792835,73.576197,cotton
37,56,28,32.389227,75.520431,6.298723,97.038051,blackgram
32,111,192,9.153858,89.753886,6.005432,107.500145,grapes
16,68,18,23.481399,47.789809,5.904174,89.002683,pigeonpeas
13,14,45,27.927553,91.17104,7.016218,174.709388,pomegranate
9,33,29,37.348852,90.817014,7.587714,138.917753,coconut
8,31,7,12.815938,88.451389,6.491939,169.300634,orange
21,67,27,27.119244,43.502767,6.750496,135.7786,pigeonpeas
15,32,30,31.919803,55.667604,6.285546,166.402702,mango
79,61,48,33.584299,79.615781,6.43727,186.991863,jute
35,87,26,30.236604,65.649944,6.117857,60.420952,blackgram
28,105,196,14.363466,93.976053,6.286589,109.318489,grapes
19,61,50,17.44444,67.537797,6.564649,212.237659,coffee
25,27,47,27.247584,62.046345,6.755231,187.242572,mango
24,25,39,30.608523,91.691579,7.071864,169.340174,pomegranate
84,50,56,27.536105,81.149167,7.605273,247.294173,jute
13,64,81,18.195071,29.769518,6.619643,44.345722,chickpea
13,75,28,25.190549,52.079954,5.913539,136.519105,kidneybeans
70,56,57,25.105412,80.657792,6.211351,209.145857,jute
100,27,61,37.480032,96.739295,7.334714,43.895436,muskmelon
13,134,198,21.483496,97.13496,6.228855,107.578987,apple
126,43,28,25.73841,59.017698,6.557881,60.745575,cotton
38,100,191,11.270886,82.926918,6.532043,66.723496,grapes
2,34,51,26.542161,97.15565,6.150469,126.911741,coconut
29,29,48,31.092202,47.882827,5.00616,192.824416,mango
19,73,23,22.655469,49.4039,5.790064,85.642984,pigeonpeas
97,33,61,27.792685,94.164692,6.292709,58.959581,muskmelon
61,52,58,28.912577,77.649524,7.165898,244.087514,jute
103,49,34,27.199985,72.158998,7.689964,88.049773,cotton
36,70,28,27.965845,76.617232,6.292888,118.789531,blackgram
34,38,30,28.457694,90.475599,7.33747,46.873026,mungbean
18,119,205,8.74678,89.801462,5.737701,126.953379,grapes
14,137,198,23.613828,97.619137,5.68606,171.165437,apple
19,29,41,34.046079,93.309612,6.291103,109.857532,coconut
94,38,50,37.384591,97.934137,7.030661,55.691021,muskmelon
13,135,206,20.603864,93.060029,6.775502,143.323685,apple
82,33,39,21.495344,84.750309,5.484559,230.534171,rice
16,129,191,18.361492,97.032076,5.975992,129.561905,apple
18,41,36,16.372825,67.474588,6.756439,156.306805,coffee
16,143,205,23.534152,91.911005,5.562996,184.615118,apple
39,58,30,26.662682,70.632089,6.00274,75.845721,blackgram
90,29,50,27.21472,97.749026,6.864988,57.966269,muskmelon
15,12,35,32.420735,66.839149,4.505139,136.116227,mango
68,58,45,24.789938,87.680161,5.487972,272.012302,rice
112,11,53,36.245578,96.470295,6.344789,38.1594,muskmelon
27,15,61,31.612905,85.49749,7.418662,123.972098,pomegranate
1,61,43,23.478605,69.067016,6.305779,107.52252,coffee
18,103,202,10.037792,93.956831,5.825399,73.390803,grapes
107,14,50,29.280597,91.984662,6.477361,77.892758,watermelon
89,38,49,30.095783,82.819491,6.080458,93.595152,watermelon
134,52,31,34.303733,54.892456,6.924008,92.069597,cotton
120,89,62,25.71503,92.366296,6.422944,110.523404,banana
115,53,35,26.803661,78.234545,5.558554,299.406198,rice
25,128,201,16.769289,92.398961,6.903313,127.892099,grapes
70,46,32,26.41747,75.690335,5.905458,223.221741,rice
99,26,56,27.39227,80.143868,5.969217,84.344875,watermelon
112,15,50,35.72171,97.962983,7.311859,41.874534,muskmelon
19,123,194,10.350103,82.908218,6.28049,73.478913,grapes
79,42,53,30.470903,86.196821,7.318471,164.042721,jute
8,33,52,35.432127,85.831566,7.299477,145.279118,coconut
10,33,42,30.410107,89.371806,5.48472,188.506061,coconut
37,69,21,20.089831,78.659165,6.756953,41.321546,lentil
98,44,31,27.728161,88.817653,6.11513,263.485167,rice
95,34,59,31.792648,88.401648,6.580821,55.669797,watermelon
12,83,95,22.669641,36.070786,6.078668,97.846756,chickpea
25,32,54,28.294989,92.149862,7.368781,103.266806,pomegranate
23,29,43,31.028325,50.029979,4.543628,148.992688,mango
35,59,18,31.860957,48.980865,6.258925,43.554496,mothbeans
18,114,203,13.600414,90.720869,5.813216,93.94718,grapes
2,17,10,10.964276,85.437757,6.134955,110.250876,orange
12,12,19,16.398688,95.205574,6.917123,179.000721,orange
117,56,48,21.322255,77.167334,5.997948,258.147238,rice
26,121,204,8.122094,93.428712,5.726414,112.809874,grapes
13,65,19,22.13535,63.526461,6.150157,147.58095,pigeonpeas
27,75,20,28.473741,52.076217,6.361268,108.644299,pigeonpeas
89,57,61,29.089286,82.490992,6.040575,166.263389,jute
85,62,51,26.313298,78.44614,7.282944,186.128015,jute
11,59,24,23.805591,49.131802,5.978009,129.667048,kidneybeans
10,18,43,19.519041,93.597441,6.58787,178.347239,pomegranate
119,65,25,23.392643,57.023122,6.140122,98.005497,cotton
26,59,18,25.15944,73.171834,6.06519,72.50123,blackgram
12,31,46,29.935247,92.743505,7.603231,183.511918,coconut
38,107,187,13.804197,91.844744,6.236971,83.738788,grapes
82,18,61,35.369156,99.119095,7.404313,32.803229,muskmelon
10,38,37,29.068991,96.280079,6.892334,171.587745,coconut
17,81,25,25.619484,61.320579,6.7029,92.207075,blackgram
1,45,29,26.077695,59.156077,6.553355,206.558398,coffee
103,57,25,29.903091,75.717765,6.932473,61.1032,cotton
14,124,198,20.541592,95.40491,6.121129,131.30043,apple
66,48,33,20.25089,95.085738,6.678739,227.904667,rice
37,64,22,21.395605,48.985272,6.033709,111.740622,kidneybeans
105,14,56,34.023722,94.48002,7.094812,41.978387,muskmelon
80,27,47,37.103711,86.718287,6.648559,61.156535,watermelon
12,124,201,23.521086,93.61783,6.065098,110.850698,apple
10,130,201,8.921101,83.941188,5.819687,61.681416,grapes
19,105,188,8.140381,91.000744,5.722684,94.403794,grapes
34,32,47,32.163069,86.925818,7.001077,168.302855,pomegranate
58,74,56,31.578664,90.370353,6.932081,196.923066,papaya
138,40,34,27.71879,66.643871,7.608538,98.610559,cotton
37,79,40,25.090362,71.789209,5.51591,86.435194,blackgram
77,58,55,23.099259,91.630518,6.027417,188.420919,rice
7,54,43,18.888633,66.07727,6.897684,187.271316,coffee
18,115,204,14.85111,87.755029,6.72251,81.220715,grapes
94,35,65,29.49501,96.906026,6.692436,31.926952,muskmelon
139,41,28,32.507769,69.62024,7.274445,82.548871,cotton
4,135,193,23.499374,93.754204,6.620033,147.386963,apple
18,138,207,20.746903,91.342366,5.721575,187.633869,apple
14,131,205,19.926975,92.202845,6.238463,110.56649,apple
32,127,206,13.468665,84.312,6.664035,113.748568,grapes
30,115,188,8.589198,89.225794,6.398677,67.573079,grapes
16,15,27,31.66037,95.012841,7.598658,165.043652,coconut
23,12,49,28.002416,92.595522,7.286423,172.806953,pomegranate
113,42,34,24.000763,86.243805,6.193507,188.099888,rice
87,46,54,36.357765,75.19613,6.774431,209.366511,jute
34,30,42,34.933136,55.673861,5.692001,131.466007,mango
105,35,40,21.584055,88.429458,6.509006,297.934761,rice
73,50,34,22.149803,88.348099,5.597111,279.839562,rice
33,14,54,37.383041,59.818506,4.677825,99.157165,mango
28,130,203,17.373155,88.718944,5.684255,61.343328,grapes
26,56,29,31.051743,56.170926,5.905764,149.831111,pigeonpeas
16,66,22,19.406116,45.073283,6.798612,92.911908,kidneybeans
0,39,53,27.572767,87.855574,7.468433,183.417621,coconut
88,45,55,32.881364,80.988266,7.438527,187.449347,jute
41,65,47,30.850438,96.473586,6.811721,246.423792,papaya
31,26,31,31.867369,49.166181,5.002676,127.080456,mango
28,60,29,24.326181,58.944732,5.912496,126.480331,kidneybeans
15,33,26,30.375301,92.738404,5.20926,192.106536,coconut
34,68,31,17.460419,69.701076,6.113732,49.718898,lentil
21,58,23,35.171623,46.139754,6.091326,48.357116,mothbeans
5,35,25,35.369456,97.26593,6.366019,115.104698,coconut
114,26,47,24.458382,87.875487,6.252491,74.422943,watermelon
9,120,210,19.042487,94.978359,6.567264,107.236154,apple
108,37,27,30.172049,79.821484,6.801694,74.442484,cotton
28,61,34,30.863035,62.412819,6.946302,123.286092,pigeonpeas
22,85,38,30.238696,69.955047,6.751023,88.211475,blackgram
117,41,32,25.948797,87.180185,6.653721,271.13169,rice
92,44,40,28.356359,81.186085,7.945804,162.488021,jute
22,144,205,15.739331,83.826981,6.766312,115.613743,grapes
14,64,34,29.743493,64.644224,6.136321,106.621557,blackgram
21,62,39,27.094599,69.241583,5.960648,117.293136,blackgram
11,13,10,21.990716,88.315026,6.864885,176.368189,orange
10,14,30,25.461251,91.207249,6.51432,118.786632,coconut
88,36,62,24.915114,84.190472,7.572894,200.024693,jute
89,51,47,30.224359,74.59574,7.601909,182.367447,jute
1,136,199,18.040535,94.378536,6.346913,174.708417,apple
12,108,203,8.007896,80.937014,6.477678,91.311171,grapes
25,134,200,14.056359,81.65266,6.029578,93.800528,grapes
7,39,45,26.779512,98.194935,5.813001,110.660457,coconut
90,39,53,32.832866,90.400663,7.395729,40.566797,muskmelon
81,37,56,35.346511,89.967366,6.88566,50.672153,muskmelon
20,144,182,14.875016,94.081055,5.742755,78.392075,grapes
64,46,45,37.93171,71.208619,6.713676,200.040202,jute
105,41,17,35.578468,58.041574,7.566416,112.41466,cotton
26,102,207,14.559331,92.27861,6.527229,102.043749,grapes
33,17,36,22.091152,90.814503,5.742469,174.42654,pomegranate
5,21,35,24.214159,90.076253,4.960207,159.462401,coconut
23,85,28,23.095732,41.596028,6.312121,126.238108,kidneybeans
11,49,43,23.662513,59.363243,6.106661,134.122716,coffee
16,126,196,18.168199,90.15718,6.825462,124.657005,apple
96,62,61,28.159692,85.046321,7.590486,233.762643,jute
117,60,25,35.799419,70.969697,7.090172,75.108449,cotton
12,24,16,13.860967,96.146251,7.208902,136.649366,orange
14,139,200,18.021075,92.555093,6.93622,124.428168,apple
92,40,53,35.974215,81.120989,8.008304,236.333218,jute
13,127,205,19.883363,99.018003,5.902002,197.479724,apple
40,79,34,25.194703,75.69225,6.191373,113.817224,blackgram
29,90,33,32.913732,66.785429,6.857871,115.469389,blackgram
11,11,32,33.405731,97.424835,7.013067,123.187504,coconut
5,24,41,27.276728,97.807349,7.404797,179.870716,coconut
21,59,32,31.004881,70.234668,6.863106,114.971537,blackgram
111,22,57,37.742498,96.481182,6.495506,47.516556,muskmelon
56,65,42,32.526117,93.693817,7.386425,220.835591,papaya
91,31,57,28.668686,97.917709,6.231421,50.389267,muskmelon
33,76,29,16.283802,76.102009,6.159941,72.841138,lentil
13,62,34,23.744107,43.968084,6.353624,106.180168,kidneybeans
26,89,24,20.163955,42.211173,6.701998,102.975887,kidneybeans
5,35,44,37.370688,91.442662,6.570202,116.034943,coconut
14,69,15,28.041495,59.370364,6.909363,101.584124,pigeonpeas
4,145,206,23.59763,95.84593,6.146249,112.977756,apple
28,120,209,11.904132,92.82588,6.322957,113.945628,grapes
15,66,34,33.146916,73.107949,6.663765,82.492702,blackgram
3,137,207,18.105955,97.713741,6.078639,131.020211,apple
25,16,50,34.508017,57.194064,4.999745,108.495665,mango
25,20,58,24.556911,89.285121,7.012603,117.155288,pomegranate
28,56,34,19.372597,69.897428,6.20088,57.65043,lentil
18,142,188,9.985559,93.591027,6.426005,92.02254,grapes
17,60,46,27.656319,60.302089,6.471452,192.2738,coffee
5,32,30,29.771467,98.956882,6.097382,105.179063,coconut
8,137,207,21.748763,92.907628,7.016038,154.536147,apple
12,133,207,20.619686,90.368104,6.33502,156.864419,apple
21,142,195,13.12922,93.943316,5.780323,74.8891,grapes
32,15,65,18.275591,93.389667,6.439229,151.012396,pomegranate
16,60,50,24.177743,70.420343,6.331498,115.484988,coffee
33,138,180,14.953131,87.515332,6.902475,121.420621,grapes
24,114,188,16.819564,86.035628,6.607539,84.418489,grapes
48,57,47,25.68059,91.152347,6.802641,147.077984,papaya
34,87,16,25.363173,57.117357,6.235596,122.794973,kidneybeans
70,48,37,24.979761,78.670557,7.43942,222.48423,jute
125,62,21,37.833965,66.569548,6.695239,83.98966,cotton
2,60,28,21.224511,71.787528,6.384704,168.083414,coffee
84,33,45,24.34379,90.491295,6.580277,67.908224,watermelon
13,47,22,36.078725,50.134479,4.514352,45.886432,mothbeans
39,124,180,9.614829,94.099573,5.971372,77.3929,grapes
106,32,57,33.271997,88.342727,6.925355,78.198996,watermelon
12,78,33,30.93757,63.518342,5.630177,116.518279,blackgram
17,17,49,28.36195,53.649921,6.681614,165.805719,mango
38,85,98,19.733252,15.17986,7.118513,53.620411,chickpea
35,37,37,34.672377,49.085772,4.310313,39.248584,mothbeans
16,67,28,29.324122,79.704169,5.5701,89.219255,blackgram
19,27,49,26.626082,93.303356,5.410507,198.035809,coconut
10,138,205,23.190233,96.34545,6.528217,194.779653,apple
111,11,62,30.981646,97.910311,6.070646,34.209104,muskmelon
92,45,55,35.334866,76.060047,6.628604,241.966451,jute
25,24,55,26.152011,91.425386,6.757117,152.267998,pomegranate
16,33,37,25.053738,95.533712,6.459158,179.034654,coconut
70,56,39,27.983679,83.527676,6.205154,182.932865,rice
24,26,52,32.932729,67.077206,6.622333,172.423925,mango
7,64,28,21.370223,61.721165,6.257251,104.414341,coffee
15,36,19,20.252721,92.22709,6.265694,141.409064,orange
17,101,199,11.88042,81.563485,5.633843,95.86298,grapes
6,139,207,23.172795,96.699415,6.816425,143.782771,apple
14,140,210,18.588293,90.678032,6.572042,177.136617,apple
65,58,44,33.921195,73.388474,7.578783,186.299251,jute
125,57,17,33.736958,78.718039,6.832046,106.438294,cotton
38,83,63,23.823061,14.348867,7.069362,64.191028,chickpea
18,15,28,25.460462,86.933825,5.020533,197.837458,coconut
2,129,190,19.648165,95.288073,6.016565,132.781791,apple
17,36,63,22.980411,94.596736,5.494769,136.553343,pomegranate
35,89,72,19.315442,35.341969,5.832414,53.254367,chickpea
120,39,58,33.90447,90.257487,6.929591,36.099525,muskmelon
100,38,21,22.655821,78.434324,7.975243,92.171203,cotton
3,128,192,23.080107,98.274378,6.634035,108.044063,apple
13,140,202,19.098399,92.899957,5.886162,187.745137,apple
82,68,49,28.80722,76.583436,5.650935,157.858891,banana
86,32,46,28.936442,90.852819,7.071527,46.505224,muskmelon
37,85,74,22.071051,23.726035,7.130085,88.610779,chickpea
38,138,207,16.685292,88.632713,6.103044,89.458542,grapes
21,14,40,29.525326,60.287887,6.054587,167.449549,mango
23,24,36,31.464177,88.159005,6.963055,173.874363,pomegranate
81,40,57,26.883949,92.552631,6.596948,25.073522,muskmelon
87,43,37,30.298089,86.972925,6.208766,227.672948,jute
49,72,42,28.417859,94.646283,6.697258,250.503415,papaya
22,28,42,21.841899,88.312374,5.908886,198.486703,pomegranate
16,21,47,24.313225,93.806359,6.709872,135.185254,pomegranate
126,62,38,32.927349,65.667512,7.766241,107.045166,cotton
12,25,48,31.902211,90.662183,5.21217,130.105877,coconut
18,62,39,29.108334,63.923508,6.786308,104.762743,blackgram
118,34,54,25.432751,84.604913,6.333877,250.335418,rice
5,13,33,24.250658,98.968013,7.170236,187.392728,coconut
98,31,61,34.796719,98.173905,7.249796,23.362238,muskmelon
12,65,37,24.956513,74.29069,6.886982,111.529156,coffee
21,25,32,27.710575,46.00585,6.229036,139.225425,mango
27,84,33,19.95423,52.064779,6.872294,103.799626,kidneybeans
33,13,46,31.260216,85.809104,6.208143,122.260159,pomegranate
103,44,45,26.557088,80.250619,6.163899,161.437671,rice
77,62,36,33.076578,71.068198,7.215816,161.196371,jute
11,85,33,29.653776,64.663253,6.364181,84.255061,blackgram
130,56,34,35.596712,63.704693,6.382216,68.602665,cotton
22,51,16,33.391398,82.215719,7.316692,85.763323,mungbean
82,64,47,29.496031,84.260554,7.795315,212.791051,jute
9,50,49,20.100178,61.068177,6.897214,162.10989,coffee
89,48,37,36.120537,85.690601,7.131448,164.951248,jute
38,18,32,26.178723,53.671265,5.924954,142.199515,mango
19,24,31,27.204466,97.159008,7.394924,165.000913,coconut
22,130,205,13.973158,92.49116,5.624309,69.176637,grapes
55,70,50,32.782746,91.784696,7.405275,170.473163,papaya
39,112,186,15.385291,93.915207,6.713667,90.056238,grapes
29,114,201,12.859627,91.587558,6.128153,70.164282,grapes
135,58,20,30.421592,73.180881,7.644217,101.473942,cotton
30,133,193,13.205837,83.032952,6.150152,105.77065,grapes
25,101,185,13.940606,80.733043,6.02115,112.22154,grapes
20,17,49,26.346039,91.193307,6.206903,101.316019,pomegranate
